index,detected,Oval,Rectangle,Round,Square
103,True,0.2320955894875275,0.12075670472753072,0.34652614134565196,0.3006215644392898
104,True,0.4069767393552064,0.024229241334515223,0.258649733103347,0.3101442862069313
105,True,0.2712040826470264,0.10820386260977245,0.3187447533176269,0.3018473014255743
106,False,,,,
107,True,0.2543137324456816,0.04863043608667106,0.36182713010666256,0.33522870136098487
108,True,0.27052078109295047,0.05864604981496776,0.31958581441428996,0.3512473546777918
109,True,0.1498182603154379,0.020875606902959514,0.4594080131735157,0.3698981196080869
110,True,0.6405690821458662,0.010356505439152732,0.16334210919610642,0.1857323032188747
111,False,,,,
112,True,0.3479811959010152,0.03508561079858385,0.31848222734132337,0.2984509659590776
113,True,0.36918315569219623,0.011390007298271125,0.3179705836424081,0.3014562533671245
114,True,0.2514199607193374,0.15308021720051498,0.29649315383187963,0.29900666824826805
115,True,0.2714768830132781,0.02591775991443189,0.3858966699190387,0.31670868715325134
116,True,0.200068118938793,0.11914959247056521,0.37092044516711137,0.3098618434235305
117,True,0.21521387630396394,0.07922015017074965,0.3716975848937785,0.3338683886315079
118,True,0.24384829186670084,0.17370217127386875,0.30198316090309313,0.2804663759563373
119,False,,,,
120,True,0.167395587316763,0.08939630557264315,0.4183724047035758,0.32483570240701803
121,True,0.4320402885601254,0.03168075332316205,0.2568807140499907,0.2793982440667218
122,True,0.1718195330636338,0.026411225995714514,0.45867003938105466,0.3430992015595971
123,True,0.24676748206619406,0.030556907394589276,0.3941000732075825,0.32857553733163414
124,True,0.2330451579825131,0.030583110254281974,0.40625849310660817,0.3301132386565968
125,True,0.41276861731114095,0.15127486469902035,0.2039714242339129,0.23198509375592577
126,True,0.2308345508848457,0.1561141455202507,0.31891652989424957,0.29413477370065405
127,True,0.19036893992088116,0.11132055502093287,0.3688073180674002,0.3295031869907858
128,True,0.2713549235668173,0.02273769588374667,0.37369378168724915,0.33221359886218693
129,True,0.15800280238250017,0.42096245877778543,0.21463681535541573,0.20639792348429872
130,True,0.2466468622581116,0.03634340659863069,0.37260377307216475,0.344405958071093
131,True,0.21763153409618755,0.10355105805181912,0.38946703537942856,0.28935037247256484
132,True,0.3853553292630091,0.016181615962277452,0.3073924135353757,0.2910706412393377
133,False,,,,
134,True,0.34875503569462424,0.08968950319733163,0.2810264018695962,0.28052905923844795
135,True,0.25695891157604595,0.015974676339281096,0.3833109759890799,0.343755436095593
136,True,0.3098451357807852,0.13305476950645206,0.29340723513556544,0.2636928595771973
137,True,0.18699324119464333,0.21062861114734216,0.3323004698017899,0.27007767785622444
138,True,0.21743853224169657,0.22530075657923507,0.2825983392631276,0.27466237191594073
139,True,0.5384702750180412,0.07019956122440041,0.18725254029273866,0.20407762346481964
140,True,0.12675825563283966,0.31289628395145136,0.308191251437511,0.2521542089781979
141,True,0.39165930821244765,0.022430014492429224,0.3150654913895003,0.2708451859056228
142,True,0.44369003123641604,0.3371135121470386,0.09012657379011309,0.12906988282643225
143,False,,,,
144,True,0.3210928194034399,0.010824075672590174,0.3469477913286972,0.32113531359527275
145,True,0.19518633600926913,0.1596143816300388,0.3432368877628629,0.3019623945978293
146,True,0.16332565243250266,0.031012942194237038,0.4463891240343968,0.3592722813388636
147,True,0.39274130802337837,0.026077567696083936,0.28862360550846217,0.2925575187720756
148,True,0.19479193248595425,0.03408527325805456,0.4418194349662356,0.32930335928975546
149,True,0.20060114653812178,0.023855965036901874,0.4093667265838339,0.3661761618411425
150,False,,,,
151,True,0.43070021771918754,0.031956616380847666,0.2641811209246682,0.27316204497529656
152,True,0.18353509106200377,0.014845348530639029,0.44386502267942607,0.3577545377279312
153,True,0.30872393302387596,0.033167350702197076,0.33094809467481406,0.3271606215991129
154,True,0.6600830399277353,0.038157958738746854,0.14180038763138025,0.15995861370213751
155,True,0.10573592047448988,0.04277526734881796,0.4712559507433315,0.38023286143336055
156,True,0.3260455459516024,0.02228446316405979,0.30839720194805514,0.34327278893628255
157,True,0.3433162641829154,0.01835159720258419,0.30441128958681113,0.33392084902768926
158,True,0.32044704764598725,0.03364775372040811,0.32853015627992055,0.317375042353684
159,True,0.26707568512092866,0.0676897191946027,0.3470438660814197,0.3181907296030489
160,True,0.2413340972502693,0.029171540375550163,0.3997159221344562,0.3297784402397243
161,True,0.21331414440535248,0.1811241359987443,0.32147006275020074,0.2840916568457024
162,True,0.22988398686234454,0.046152818329958045,0.4000068348351432,0.3239563599725542
163,False,,,,
164,True,0.2963076752582875,0.024401291184844343,0.35131639949271065,0.32797463406415756
165,False,,,,
166,True,0.3580954906048575,0.03832440322458116,0.30810081873406986,0.29547928743649154
167,True,0.37925546285792805,0.0031311879600926444,0.29015070532879456,0.3274626438531849
168,True,0.41444623190872776,0.06928037902185324,0.2490962740511976,0.26717711501822144
169,True,0.5728544973895747,0.018041089245040522,0.1965617293135095,0.2125426840518754
170,True,0.19555912896427025,0.01380990302929823,0.4479869088252779,0.3426440591811536
171,True,0.16841629769285885,0.053144963584463176,0.4366679886368988,0.34177075008577906
172,True,0.3383636626190306,0.0269755569114281,0.3279559840218831,0.306704796447658
173,True,0.39262625850661453,0.007872414149968757,0.29481378248580387,0.3046875448576128
174,False,,,,
175,True,0.23631893804593904,0.054546386390672975,0.3834689370072647,0.3256657385561233
176,True,0.5797377573150113,0.01876627585016286,0.19614932050425277,0.20534664633057312
177,True,0.16887657057838037,0.1128107976000929,0.3981749622685148,0.32013766955301187
178,True,0.21983542418769728,0.05211197932059699,0.4006177129657996,0.32743488352590616
179,True,0.2999033342268893,0.055009067575451265,0.34708503970262755,0.2980025584950319
